text,sentiment
เพื่อนนี่รู้ดีดว่าเปนคนไม่อะไรเลย ไม่เรื่องมาก ชอบตามใจ แต่พอเป็นเรื่องวันเกิดใครลืม ใครไม่ใส่ใจ อันนี้โกรธจริง โกรธนะ ไม่ได้งอน จำได้ด้วย 365 วันเป็นเพื่อนกัน มันมีวันเดียวที่เป็นวันของชั้นอะ คสพ take ไม่ give อะไรเลยก็ไม่ได้ปะ เวลาจะล้ม เสียใจ เครียด ทำไมถึงจำกุได้ งง,unclassifiable
เราขอโทษ แต่นายไม่โกรธเราจริงเบ๋อ,unclassifiable
หืออีเทศกิจีชาติเปรต กูโกรธ,anger
ทำไมเราแย่จังพูดออกมาได้ไงว่าแล้วแต่ โกรธตัวเองมากเลยอะ,anger
ถึงบางทีจะโกรธ จะน้อยใจ แต่รักมากๆเลย,unclassifiable
รีล่าเหี้ยสัส คือมีตำรวจเป็นโจรนี่กุต้องเเจ้งความใครหรอ ไอเหี้ยคือแบบคนทำมาหากิน ยิ่งในรัดบานอีตู่อีกอ่ะเงินไม่ได้หามาง่ายๆเหมือนพวกมึงที่มีเงินเดือนคงที่ทุกเดือนนะอีพวกสันดาน โกรธอ่ะแม่งจะอดตายกันหมดแล้วยังมีตำรวจสันดานโจรอยู่อีก เงินไม่กี่บาทมึงยังหยิบไปแบบนั้นมีสิทธิ์อะไร,anger
ไอ้เหี้ย ดีมาก ท่อน catch me if you can คือ กูล้ม โหหห มีง ทีมนี้ดีสุดแล้ว ถ้าไม่ชนะกูโกรธ,unclassifiable
ขอให้ทุกคนนอนหลับฝันดี มีเช้าที่สดใส อย่าไปอะไรกับคนในเน็ตที่มันไม่ควรจะมีอิทธิพลกับชีวิตมาก ปิดมือถือไปก็ไม่รู้จักกันแล้ว ให้โควต้าโกรธกันสามชั่วโมงก็พอละปะ,unclassifiable
วันนี้รอจนเที่ยงคืน น้องเอสไม่มาก็ไม่โกรธนะคะ แต่ที่สาระแนมาคือดีเทลที่ยังไม่นิ่งของอัลบั้มรอบโกลบอลค่ะ อีค่ายอีควาย,anger
ง่วง ๆ อยู่ โกรธจนตาสว่าง,anger
รีล่า สัส โกรธมาก,anger
เธอโกรธอะไรเราปะ แต่คนที่หล่อเท่ที่สุดอะเราเอง,unclassifiable
แต่พรกฉุกเฉินมีทำเหี้ยไรก่อน หลังสามทุ่มโควิดมันแข็งแกร่งขึ้นอ่อ แล้วช่วงกลางวันมันกลัวแสงหรือไง อีรัฐบาลเหี้ยอีตำรวจก็เหี้ย ทหารก็เหี้ย นักหารเมืองก็เหี้ย ประเทศห่าไรเนี่ยล่มจมไปเหอะ โกรธจนแบบไม่มีไรจะด่ามันละ,anger
